id,vcpu,memory,ssd_storage,hdd_storage,gpu_units,platform,source,gwp_manufacturing_1h_impact,energy_1h_load0,gwp_use_1h_load0_FRA,gwp_use_1h_load0_GBR,gwp_use_1h_load0_USA,energy_1h_load50,gwp_use_1h_load50_FRA,gwp_use_1h_load50_GBR,gwp_use_1h_load50_USA,energy_1h_load100,gwp_use_1h_load100_FRA,gwp_use_1h_load100_GBR,gwp_use_1h_load100_USA
standard_e64ds_v5,64,512.0,2400.0,0.0,0,Edsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.025,236.21597999999997,0.0231,0.058,0.087,462.06593999999996,0.045,0.114,0.171,559.99384,0.055,0.138,0.207
standard_e8ds_v5,8,64.0,300.0,0.0,0,Edsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0031,29.526997499999997,0.00289,0.0073,0.0109,57.758242499999994,0.0057,0.0142,0.0214,69.99923,0.0069,0.0172,0.0259
standard_e96ds_v5,96,672.0,3600.0,0.0,0,Edsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.033,318.06284999999997,0.0312,0.078,0.118,656.8377899999999,0.064,0.162,0.243,803.72964,0.079,0.198,0.297
e2ds_v5,2,16.0,75.0,0.0,0,Edsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00077,7.381749374999999,0.00072,0.00182,0.00273,14.439560624999999,0.00142,0.0036,0.0053,17.4998075,0.00171,0.0043,0.0065
e4ds_v5,4,32.0,150.0,0.0,0,Edsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0015,14.763498749999998,0.00145,0.0036,0.0055,28.879121249999997,0.00283,0.0071,0.0107,34.999615,0.0034,0.0086,0.0129
e8ds_v5,8,64.0,300.0,0.0,0,Edsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0031,29.526997499999997,0.00289,0.0073,0.0109,57.758242499999994,0.0057,0.0142,0.0214,69.99923,0.0069,0.0172,0.0259
e16ds_v5,16,128.0,600.0,0.0,0,Edsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0061,59.05399499999999,0.0058,0.0145,0.0218,115.51648499999999,0.0113,0.0284,0.043,139.99846,0.0137,0.034,0.052
e20ds_v5,20,160.0,750.0,0.0,0,Edsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0077,73.81749375,0.0072,0.0182,0.0273,144.39560625000001,0.0142,0.036,0.053,174.998075,0.0171,0.043,0.065
e32ds_v5,32,256.0,1200.0,0.0,0,Edsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.012,118.10798999999999,0.0116,0.0291,0.044,231.03296999999998,0.0226,0.057,0.085,279.99692,0.0274,0.069,0.104
e48ds_v5,48,384.0,1800.0,0.0,0,Edsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.018,177.16198500000002,0.0174,0.044,0.066,346.54945499999997,0.034,0.085,0.128,419.99537999999995,0.041,0.103,0.155
e64ds_v5,64,512.0,2400.0,0.0,0,Edsv5-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.025,236.21597999999997,0.0231,0.058,0.087,462.06593999999996,0.045,0.114,0.171,559.99384,0.055,0.138,0.207
e2s_v3,2,16.0,32.0,0.0,0,Esv3-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00077,7.381749374999999,0.00072,0.00182,0.00273,14.439560624999999,0.00142,0.0036,0.0053,17.4998075,0.00171,0.0043,0.0065
e4s_v3,4,32.0,64.0,0.0,0,Esv3-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0015,14.763498749999998,0.00145,0.0036,0.0055,28.879121249999997,0.00283,0.0071,0.0107,34.999615,0.0034,0.0086,0.0129
e8s_v3,8,64.0,128.0,0.0,0,Esv3-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0031,29.526997499999997,0.00289,0.0073,0.0109,57.758242499999994,0.0057,0.0142,0.0214,69.99923,0.0069,0.0172,0.0259
e16s_v3,16,128.0,256.0,0.0,0,Esv3-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0061,59.05399499999999,0.0058,0.0145,0.0218,115.51648499999999,0.0113,0.0284,0.043,139.99846,0.0137,0.034,0.052
e20s_v3,20,160.0,320.0,0.0,0,Esv3-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0077,73.81749375,0.0072,0.0182,0.0273,144.39560625000001,0.0142,0.036,0.053,174.998075,0.0171,0.043,0.065
e32s_v3,32,256.0,512.0,0.0,0,Esv3-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.012,118.10798999999999,0.0116,0.0291,0.044,231.03296999999998,0.0226,0.057,0.085,279.99692,0.0274,0.069,0.104
e48s_v3,48,384.0,768.0,0.0,0,Esv3-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.018,177.16198500000002,0.0174,0.044,0.066,346.54945499999997,0.034,0.085,0.128,419.99537999999995,0.041,0.103,0.155
e64s_v3,64,432.0,864.0,0.0,0,Esv3-Type4,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.021,205.99838,0.0202,0.051,0.076,431.84834,0.042,0.106,0.16,529.77624,0.052,0.13,0.196
standard_e16s_v3,16,128.0,256.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0071,57.86461692307692,0.0057,0.0142,0.0214,108.05288307692308,0.0106,0.0266,0.04,129.8157753846154,0.0127,0.0319,0.048
standard_e16s_v3,16,128.0,256.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0071,57.86461692307692,0.0057,0.0142,0.0214,108.05288307692308,0.0106,0.0266,0.04,129.8157753846154,0.0127,0.0319,0.048
standard_e20s_v3,20,160.0,320.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0089,72.33077115384616,0.0071,0.0178,0.0268,135.06610384615385,0.0132,0.0332,0.05,162.26971923076923,0.0159,0.04,0.06
standard_e20s_v3,20,160.0,320.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0089,72.33077115384616,0.0071,0.0178,0.0268,135.06610384615385,0.0132,0.0332,0.05,162.26971923076923,0.0159,0.04,0.06
standard_e2s_v3,2,16.0,32.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00089,7.233077115384615,0.00071,0.00178,0.00268,13.506610384615385,0.00132,0.00332,0.005,16.226971923076924,0.00159,0.004,0.006
standard_e2s_v3,2,16.0,32.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00089,7.233077115384615,0.00071,0.00178,0.00268,13.506610384615385,0.00132,0.00332,0.005,16.226971923076924,0.00159,0.004,0.006
standard_e32s_v3,32,256.0,512.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.014,115.72923384615385,0.0113,0.0285,0.043,216.10576615384616,0.0212,0.053,0.08,259.6315507692308,0.0254,0.064,0.096
standard_e48s_v3,48,384.0,768.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.021,173.59385076923078,0.017,0.043,0.064,324.15864923076924,0.0318,0.08,0.12,389.4473261538462,0.038,0.096,0.144
standard_e4s_v3,4,32.0,64.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0018,14.46615423076923,0.00142,0.0036,0.0054,27.01322076923077,0.00265,0.0066,0.01,32.45394384615385,0.00318,0.008,0.012
standard_e4s_v3,4,32.0,64.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0018,14.46615423076923,0.00142,0.0036,0.0054,27.01322076923077,0.00265,0.0066,0.01,32.45394384615385,0.00318,0.008,0.012
standard_e64s_v3,64,432.0,864.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.025,201.2408676923077,0.0197,0.05,0.074,401.9939323076924,0.039,0.099,0.149,489.04550153846156,0.048,0.12,0.181
standard_e8s_v3,8,64.0,128.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0036,28.93230846153846,0.00284,0.0071,0.0107,54.02644153846154,0.0053,0.0133,0.02,64.9078876923077,0.0064,0.016,0.024
e2s_v3,2,16.0,32.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00077,7.381749374999999,0.00072,0.00182,0.00273,14.439560624999999,0.00142,0.0036,0.0053,17.4998075,0.00171,0.0043,0.0065
e4s_v3,4,32.0,64.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0015,14.763498749999998,0.00145,0.0036,0.0055,28.879121249999997,0.00283,0.0071,0.0107,34.999615,0.0034,0.0086,0.0129
e8s_v3,8,64.0,128.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0031,29.526997499999997,0.00289,0.0073,0.0109,57.758242499999994,0.0057,0.0142,0.0214,69.99923,0.0069,0.0172,0.0259
e16s_v3,16,128.0,256.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0061,59.05399499999999,0.0058,0.0145,0.0218,115.51648499999999,0.0113,0.0284,0.043,139.99846,0.0137,0.034,0.052
e20s_v3,20,160.0,320.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0077,73.81749375,0.0072,0.0182,0.0273,144.39560625000001,0.0142,0.036,0.053,174.998075,0.0171,0.043,0.065
e32s_v3,32,256.0,512.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.012,118.10798999999999,0.0116,0.0291,0.044,231.03296999999998,0.0226,0.057,0.085,279.99692,0.0274,0.069,0.104
e48s_v3,48,384.0,768.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.018,177.16198500000002,0.0174,0.044,0.066,346.54945499999997,0.034,0.085,0.128,419.99537999999995,0.041,0.103,0.155
e64s_v3,64,432.0,864.0,0.0,0,Esv3-Type3,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.021,205.99838,0.0202,0.051,0.076,431.84834,0.042,0.106,0.16,529.77624,0.052,0.13,0.196
e2s_v4,2,16.0,0.0,0.0,0,Esv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00077,7.381749374999999,0.00072,0.00182,0.00273,14.439560624999999,0.00142,0.0036,0.0053,17.4998075,0.00171,0.0043,0.0065
e4s_v4,4,32.0,0.0,0.0,0,Esv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0015,14.763498749999998,0.00145,0.0036,0.0055,28.879121249999997,0.00283,0.0071,0.0107,34.999615,0.0034,0.0086,0.0129
e8s_v4,8,64.0,0.0,0.0,0,Esv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0031,29.526997499999997,0.00289,0.0073,0.0109,57.758242499999994,0.0057,0.0142,0.0214,69.99923,0.0069,0.0172,0.0259
e16s_v4,16,128.0,0.0,0.0,0,Esv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0061,59.05399499999999,0.0058,0.0145,0.0218,115.51648499999999,0.0113,0.0284,0.043,139.99846,0.0137,0.034,0.052
e20s_v4,20,160.0,0.0,0.0,0,Esv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0077,73.81749375,0.0072,0.0182,0.0273,144.39560625000001,0.0142,0.036,0.053,174.998075,0.0171,0.043,0.065
e32s_v4,32,256.0,0.0,0.0,0,Esv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.012,118.10798999999999,0.0116,0.0291,0.044,231.03296999999998,0.0226,0.057,0.085,279.99692,0.0274,0.069,0.104
e48s_v4,48,384.0,0.0,0.0,0,Esv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.018,177.16198500000002,0.0174,0.044,0.066,346.54945499999997,0.034,0.085,0.128,419.99537999999995,0.041,0.103,0.155
e64s_v4,64,504.0,0.0,0.0,0,Esv4-Type2,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.024,233.19421999999997,0.0229,0.057,0.086,459.04418,0.045,0.113,0.17,556.97208,0.055,0.137,0.206
standard_e16s_v4,16,128.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0071,57.86461692307692,0.0057,0.0142,0.0214,108.05288307692308,0.0106,0.0266,0.04,129.8157753846154,0.0127,0.0319,0.048
standard_e16s_v4,16,128.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0071,57.86461692307692,0.0057,0.0142,0.0214,108.05288307692308,0.0106,0.0266,0.04,129.8157753846154,0.0127,0.0319,0.048
standard_e20s_v4,20,160.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0089,72.33077115384616,0.0071,0.0178,0.0268,135.06610384615385,0.0132,0.0332,0.05,162.26971923076923,0.0159,0.04,0.06
standard_e20s_v4,20,160.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0089,72.33077115384616,0.0071,0.0178,0.0268,135.06610384615385,0.0132,0.0332,0.05,162.26971923076923,0.0159,0.04,0.06
standard_e2s_v4,2,16.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00089,7.233077115384615,0.00071,0.00178,0.00268,13.506610384615385,0.00132,0.00332,0.005,16.226971923076924,0.00159,0.004,0.006
standard_e2s_v4,2,16.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.00089,7.233077115384615,0.00071,0.00178,0.00268,13.506610384615385,0.00132,0.00332,0.005,16.226971923076924,0.00159,0.004,0.006
standard_e32s_v4,32,256.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.014,115.72923384615385,0.0113,0.0285,0.043,216.10576615384616,0.0212,0.053,0.08,259.6315507692308,0.0254,0.064,0.096
standard_e32s_v4,32,256.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.014,115.72923384615385,0.0113,0.0285,0.043,216.10576615384616,0.0212,0.053,0.08,259.6315507692308,0.0254,0.064,0.096
standard_e32s_v4,32,256.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.014,115.72923384615385,0.0113,0.0285,0.043,216.10576615384616,0.0212,0.053,0.08,259.6315507692308,0.0254,0.064,0.096
standard_e48s_v4,48,384.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.021,173.59385076923078,0.017,0.043,0.064,324.15864923076924,0.0318,0.08,0.12,389.4473261538462,0.038,0.096,0.144
standard_e48s_v4,48,384.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.021,173.59385076923078,0.017,0.043,0.064,324.15864923076924,0.0318,0.08,0.12,389.4473261538462,0.038,0.096,0.144
standard_e4s_v4,4,32.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0018,14.46615423076923,0.00142,0.0036,0.0054,27.01322076923077,0.00265,0.0066,0.01,32.45394384615385,0.00318,0.008,0.012
standard_e4s_v4,4,32.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0018,14.46615423076923,0.00142,0.0036,0.0054,27.01322076923077,0.00265,0.0066,0.01,32.45394384615385,0.00318,0.008,0.012
standard_e64s_v4,64,504.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.028,228.4367076923077,0.0224,0.056,0.085,429.1897723076924,0.042,0.106,0.159,516.2413415384615,0.051,0.127,0.191
standard_e64s_v4,64,504.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.028,228.4367076923077,0.0224,0.056,0.085,429.1897723076924,0.042,0.106,0.159,516.2413415384615,0.051,0.127,0.191
standard_e80is_v4,80,504.0,2400.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.029,237.95316461538462,0.0233,0.059,0.088,488.8944953846154,0.048,0.12,0.181,597.708956923077,0.059,0.147,0.221
standard_e8s_v4,8,64.0,0.0,0.0,0,Esv4-Type1,"Vantage for instance specs (https://instances.vantage.sh/azure/), Azure docs for instance-host mapping, see README for details.",0.0036,28.93230846153846,0.00284,0.0071,0.0107,54.02644153846154,0.0053,0.0133,0.02,64.9078876923077,0.0064,0.016,0.024
